City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Pouebo,NC,2022-06-30 04:44:36,-20.4,164.5667,74.01,68,73,11.56
295,Dunedin,NZ,2022-06-30 04:44:37,-45.8742,170.5036,43.81,80,98,14.0
296,Axim,GH,2022-06-30 04:44:37,4.8699,-2.2405,74.91,93,100,13.71
297,Rasra,IN,2022-06-30 04:44:38,25.85,83.85,86.67,64,100,4.83
298,Meulaboh,ID,2022-06-30 04:44:38,4.1363,96.1285,81.0,68,93,4.47
299,Vredendal,ZA,2022-06-30 04:41:35,-31.6683,18.5012,58.14,45,0,10.6
300,Singaparna,ID,2022-06-30 04:44:39,-7.3515,108.111,82.56,45,63,5.23
301,Hofn,IS,2022-06-30 04:44:39,64.2539,-15.2082,50.65,90,99,3.69
302,Jalu,LY,2022-06-30 04:44:39,29.0331,21.5482,80.42,39,0,5.64
303,Estacion Coahuila,MX,2022-06-30 04:44:40,32.1939,-115.0017,93.52,34,0,4.92
304,Pithoro,PK,2022-06-30 04:44:40,25.5167,69.3833,96.04,47,100,22.97
305,Ugleuralskiy,RU,2022-06-30 04:44:40,58.9534,57.5846,50.38,65,100,4.32
306,Victoria,HK,2022-06-30 04:42:28,22.2855,114.1577,86.38,83,100,13.0
307,Eregli,TR,2022-06-30 04:44:41,37.5133,34.0467,68.5,46,2,2.08
308,Port Lincoln,AU,2022-06-30 04:44:42,-34.7333,135.8667,59.23,67,42,19.44
309,Pevek,RU,2022-06-30 04:44:42,69.7008,170.3133,34.23,97,100,3.15
310,Melfi,IT,2022-06-30 04:44:42,40.9965,15.6514,70.48,56,0,3.83
311,Kahului,US,2022-06-30 04:44:43,20.8947,-156.47,80.62,69,40,20.71
312,Saskylakh,RU,2022-06-30 04:44:43,71.9167,114.0833,57.7,39,41,11.21
313,Nokaneng,BW,2022-06-30 04:44:44,-19.6667,22.2667,50.83,78,71,6.13
314,Ibadan,NG,2022-06-30 04:44:44,7.3878,3.8964,71.6,97,100,2.73
315,Znamenskoye,RU,2022-06-30 04:44:44,57.1281,73.8282,46.13,97,100,16.4
316,Lompoc,US,2022-06-30 04:41:03,34.6391,-120.4579,58.51,87,100,10.36
317,Srandakan,ID,2022-06-30 04:44:45,-7.9386,110.2506,82.98,69,84,11.68
318,Hailar,CN,2022-06-30 04:44:45,49.2,119.7,89.94,24,17,6.58
319,Peniche,PT,2022-06-30 04:44:46,39.3558,-9.3811,61.11,78,34,24.72
320,Half Moon Bay,US,2022-06-30 04:44:46,37.4636,-122.4286,60.8,89,100,13.8
321,Alto Araguaia,BR,2022-06-30 04:44:48,-17.3147,-53.2153,59.83,57,1,2.28
322,Piacenza,IT,2022-06-30 04:44:48,45.0468,9.6994,73.29,71,4,4.47
323,Hamilton,US,2022-06-30 04:42:22,39.1834,-84.5333,68.88,72,0,0.0
324,Shaoyang,CN,2022-06-30 04:44:48,27.2315,111.4525,88.41,61,37,2.95
325,Babu,CN,2022-06-30 04:44:49,24.4167,111.5167,90.28,68,86,0.43
326,Hovd,MN,2022-06-30 04:42:00,48.0056,91.6419,83.34,13,4,2.42
327,Pisco,PE,2022-06-30 04:44:50,-13.7,-76.2167,56.01,88,6,4.61
328,Sao Miguel Do Araguaia,BR,2022-06-30 04:44:50,-13.275,-50.1628,69.12,47,21,1.92
329,Tres Arroyos,AR,2022-06-30 04:44:50,-38.3739,-60.2798,41.86,76,31,6.64
330,Krasnoarmeyskiy,RU,2022-06-30 04:44:51,47.0114,42.2072,73.67,29,15,7.52
331,Jos,NG,2022-06-30 04:44:51,9.9167,8.9,64.72,90,99,1.43
332,Two Rivers,US,2022-06-30 04:44:51,44.1539,-87.5693,61.38,90,0,10.36
333,Husavik,IS,2022-06-30 04:44:52,66.0449,-17.3389,47.48,96,100,3.89
334,Mamou,GN,2022-06-30 04:44:52,10.5,-12.0,68.47,99,35,3.51
335,Severo-Kurilsk,RU,2022-06-30 04:44:53,50.6789,156.125,53.76,75,100,6.29
336,Sawakin,SD,2022-06-30 04:44:53,19.1059,37.3321,91.42,39,1,3.98
337,Necochea,AR,2022-06-30 04:40:06,-38.5473,-58.7368,46.04,71,61,10.02
338,Atar,MR,2022-06-30 04:44:54,20.5169,-13.0499,85.77,21,0,9.31
339,Porto Torres,IT,2022-06-30 04:44:54,40.835,8.3972,66.38,68,0,7.72
340,Borujerd,IR,2022-06-30 04:44:54,33.8973,48.7516,75.43,15,0,0.0
341,Tambun,ID,2022-06-30 04:41:23,-6.2641,107.0712,92.03,58,66,1.92
342,Dubinino,RU,2022-06-30 04:44:55,55.6192,89.0911,68.68,65,100,16.91
343,Ostersund,SE,2022-06-30 04:44:55,63.1792,14.6357,63.05,82,100,0.0
344,Talnakh,RU,2022-06-30 04:44:56,69.4865,88.3972,61.21,32,82,13.13
345,San Cristobal,VE,2022-06-30 04:44:56,7.7669,-72.225,66.38,98,37,1.72
346,Clyde River,CA,2022-06-30 04:44:56,70.4692,-68.5914,35.83,93,0,9.22
347,Visnes,NO,2022-06-30 04:44:57,59.3556,5.2242,62.98,72,0,10.36
348,Boyolangu,ID,2022-06-30 04:44:57,-8.1181,111.8935,82.58,70,78,10.83
349,Antsohihy,MG,2022-06-30 04:44:58,-14.8796,47.9875,74.43,53,17,12.39
350,Fez,MA,2022-06-30 04:44:58,34.0372,-4.9998,59.25,67,0,0.0
351,Havelock,US,2022-06-30 04:44:58,34.8791,-76.9013,78.78,94,0,0.0
352,Raga,SS,2022-06-30 04:44:59,8.4596,25.678,69.17,95,94,2.44
353,Arona,ES,2022-06-30 04:43:07,28.0996,-16.681,63.12,70,20,6.91
354,Roros,NO,2022-06-30 04:44:59,62.5747,11.3842,49.84,87,20,0.0
355,Nara,JP,2022-06-30 04:45:00,34.6851,135.8049,97.5,27,0,5.79
356,Mackenzie,CA,2022-06-30 04:45:00,55.2999,-123.1698,66.42,59,0,0.0
357,Sete,FR,2022-06-30 04:45:00,43.4018,3.6966,69.66,77,60,5.41
358,Uribia,CO,2022-06-30 04:45:01,11.7139,-72.266,74.44,95,100,2.06
359,Mwense,ZM,2022-06-30 04:45:02,-10.3845,28.698,55.2,90,7,4.12
360,Buraydah,SA,2022-06-30 04:45:02,26.326,43.975,82.85,12,0,0.92
361,Coquimbo,CL,2022-06-30 04:45:03,-29.9533,-71.3436,53.33,71,0,2.3
362,Temyasovo,RU,2022-06-30 04:45:03,52.9933,58.1014,56.91,57,38,7.81
363,Chavakkad,IN,2022-06-30 04:45:04,10.5333,76.05,80.47,81,99,11.41
364,West Wendover,US,2022-06-30 04:45:05,40.7391,-114.0733,83.41,16,0,23.02
365,Livani,LV,2022-06-30 04:45:05,56.3543,26.1758,69.24,84,10,5.77
366,Sao Felix Do Xingu,BR,2022-06-30 04:45:07,-6.6447,-51.995,72.23,72,76,1.48
367,Kapit,MY,2022-06-30 04:45:07,2.0167,112.9333,94.78,43,30,2.73
368,Chudniv,UA,2022-06-30 04:45:08,50.052,28.1175,68.07,85,4,6.6
369,Rio De Oro,CO,2022-06-30 04:45:08,8.2919,-73.3849,62.35,95,99,4.18
370,Prince Rupert,CA,2022-06-30 04:45:09,54.3161,-130.3201,55.09,94,100,6.91
371,Pyinmana,MM,2022-06-30 04:45:09,19.7333,96.2167,80.82,84,99,6.26
372,Boa Vista,BR,2022-06-30 04:45:10,2.8197,-60.6733,75.18,88,40,2.3
373,Comodoro Rivadavia,AR,2022-06-30 04:45:10,-45.8667,-67.5,37.26,65,0,16.11
374,Nortelandia,BR,2022-06-30 04:45:11,-14.4547,-56.8028,64.22,71,81,0.63
375,Ponta Delgada,PT,2022-06-30 04:45:12,37.7333,-25.6667,63.5,82,20,5.75
376,Marawi,PH,2022-06-30 04:45:12,7.9986,124.2928,85.62,54,34,3.56
377,Kalianget,ID,2022-06-30 04:45:13,-7.05,113.9333,83.5,62,83,4.47
378,Waw,SS,2022-06-30 04:45:13,7.7029,27.9953,71.2,91,49,2.73
379,Saint-Prosper,CA,2022-06-30 04:45:13,46.2117,-70.4811,55.69,99,100,2.21
380,Belle Glade,US,2022-06-30 04:45:14,26.6845,-80.6676,81.01,75,71,4.79
381,Moerai,PF,2022-06-30 04:45:15,-22.4333,-151.3333,74.89,70,81,21.05
382,Akranes,IS,2022-06-30 04:45:15,64.3218,-22.0749,48.25,88,72,9.01
383,Qazigund,IN,2022-06-30 04:45:15,33.6333,75.15,82.62,48,10,2.48
384,Mount Gambier,AU,2022-06-30 04:41:30,-37.8333,140.7667,57.11,82,75,11.5
385,Calvinia,ZA,2022-06-30 04:45:16,-31.4707,19.776,46.63,54,0,9.48
386,Itoman,JP,2022-06-30 04:45:16,26.1247,127.6694,86.4,83,75,10.36
387,Bani,DO,2022-06-30 04:45:17,18.2833,-70.3333,77.65,75,89,11.63
388,Melbu,NO,2022-06-30 04:45:17,68.5044,14.8297,53.38,93,75,5.75
389,Itaituba,BR,2022-06-30 04:45:17,-4.2761,-55.9836,71.28,79,100,0.69
390,San-Pedro,CI,2022-06-30 04:45:18,4.7485,-6.6363,76.46,86,100,10.2
391,Burley,US,2022-06-30 04:45:18,42.5357,-113.7928,62.56,52,0,8.05
392,Namibe,AO,2022-06-30 04:45:19,-15.1961,12.1522,69.15,60,48,4.25
393,Iracoubo,GF,2022-06-30 04:45:19,5.4802,-53.2011,72.68,92,100,3.49
394,Nisia Floresta,BR,2022-06-30 04:45:19,-6.0911,-35.2086,73.78,94,35,9.98
395,Margate,GB,2022-06-30 04:45:20,51.3813,1.3862,59.9,97,100,1.99
396,Tabou,CI,2022-06-30 04:45:20,4.423,-7.3528,76.68,84,91,11.41
397,Port Blair,IN,2022-06-30 04:45:21,11.6667,92.75,84.24,74,40,9.22
398,Nipawin,CA,2022-06-30 04:45:07,53.3668,-104.0009,57.24,94,100,5.75
399,Byron Bay,AU,2022-06-30 04:42:00,-28.65,153.6167,65.95,66,93,4.34
400,Saquena,PE,2022-06-30 04:45:21,-4.6667,-73.5167,72.19,88,2,2.15
401,Mount Vernon,US,2022-06-30 04:45:22,40.9126,-73.8371,74.84,78,0,6.91
402,Rozsypne,UA,2022-06-30 04:45:22,48.1497,38.5762,68.67,44,63,7.23
403,Buchanan,LR,2022-06-30 04:45:22,5.8808,-10.0467,75.92,89,33,6.04
404,Tazovskiy,RU,2022-06-30 04:45:23,67.4667,78.7,56.26,46,99,17.43
405,Plettenberg Bay,ZA,2022-06-30 04:45:23,-34.0527,23.3716,58.91,49,6,6.31
406,Mbengwi,CM,2022-06-30 04:45:24,6.0167,10.0,62.96,98,100,2.75
407,Rodrigues Alves,BR,2022-06-30 04:45:24,-7.738,-72.6509,71.8,77,11,1.57
408,Suntar,RU,2022-06-30 04:45:24,62.1444,117.6319,77.13,38,99,4.94
409,Kirsanov,RU,2022-06-30 04:45:25,52.6549,42.7224,61.88,63,3,7.27
410,Nizwa,OM,2022-06-30 04:45:26,22.9333,57.5333,90.82,50,62,3.56
411,Roald,NO,2022-06-30 04:45:26,62.5833,6.1333,62.17,88,0,5.75
412,Egvekinot,RU,2022-06-30 04:45:27,66.3167,-179.1667,37.92,96,100,5.88
413,Nata,PA,2022-06-30 04:45:27,8.3333,-80.5167,75.25,90,80,3.62
414,Ahipara,NZ,2022-06-30 04:45:28,-35.1667,173.1667,57.24,78,92,14.83
415,Kunda,IN,2022-06-30 04:45:28,25.7167,81.5167,78.1,84,100,4.32
416,Sainte-Maxime,FR,2022-06-30 04:45:28,43.3,6.6333,68.02,76,0,2.21
417,Senno,RU,2022-06-30 04:45:29,59.5336,33.9167,66.25,50,100,2.86
418,Bonnyville,CA,2022-06-30 04:45:27,54.2668,-110.735,58.32,87,35,5.03
419,Port Hardy,CA,2022-06-30 04:42:17,50.6996,-127.4199,55.58,88,75,2.3
420,Ketchikan,US,2022-06-30 04:44:40,55.3422,-131.6461,59.47,82,100,9.22
421,Guozhen,CN,2022-06-30 04:45:30,34.3659,107.359,96.64,26,2,6.93
422,Meadow Lake,US,2022-06-30 04:45:12,34.8014,-106.5436,79.12,42,4,9.04
423,Brandon,US,2022-06-30 04:45:30,27.9378,-82.2859,81.14,88,40,1.99
424,Cabinda,AO,2022-06-30 04:45:30,-5.55,12.2,73.0,86,97,5.55
425,Avera,US,2022-06-30 04:45:31,33.194,-82.5271,74.55,81,99,4.88
426,Krasnoselkup,RU,2022-06-30 04:45:31,65.7,82.4667,66.58,53,37,12.57
427,Astoria,US,2022-06-30 04:45:32,46.1879,-123.8313,58.89,80,100,8.05
428,Alice Springs,AU,2022-06-30 04:45:32,-23.7,133.8833,60.35,27,0,14.97
429,Kaeo,NZ,2022-06-30 04:45:32,-35.1,173.7833,59.32,78,20,11.99
430,Winslow,US,2022-06-30 04:45:33,35.0242,-110.6974,75.38,46,0,8.05
431,Bisira,PA,2022-06-30 04:45:33,8.5196,-81.7115,58.78,96,77,5.08
432,Maniwaki,CA,2022-06-30 04:45:34,46.3834,-75.966,52.18,100,67,0.0
433,Jijiga,ET,2022-06-30 04:45:34,9.35,42.8,61.0,85,94,21.72
434,Hare Bay,CA,2022-06-30 04:45:34,48.8499,-54.0148,60.19,92,100,3.06
435,Noumea,NC,2022-06-30 04:45:35,-22.2763,166.4572,75.99,99,47,16.2
436,Touros,BR,2022-06-30 04:45:35,-5.1989,-35.4608,72.81,92,6,12.3
437,Saint-Georges,GD,2022-06-30 04:45:36,12.0564,-61.7485,80.28,78,75,28.77
438,Mackay,AU,2022-06-30 04:45:36,-21.15,149.2,71.69,83,72,12.35
439,Belyy Yar,RU,2022-06-30 04:45:37,53.6039,91.3903,85.89,43,0,2.24
440,Kyabram,AU,2022-06-30 04:45:37,-36.3167,145.05,55.87,60,73,3.8
441,Sur,OM,2022-06-30 04:45:37,22.5667,59.5289,93.78,53,57,9.15
442,Luanda,AO,2022-06-30 04:44:35,-8.8368,13.2343,69.8,94,75,1.14
443,Camacha,PT,2022-06-30 04:45:38,33.0833,-16.3333,63.82,68,40,16.11
444,Ponazyrevo,RU,2022-06-30 04:45:38,58.3578,46.3142,60.76,46,19,7.7
445,Hay River,CA,2022-06-30 04:42:21,60.8156,-115.7999,57.18,58,40,9.22
446,Petropavlovsk-Kamchatskiy,RU,2022-06-30 04:45:39,53.0452,158.6483,75.79,36,0,13.42
447,Chuy,UY,2022-06-30 04:45:39,-33.6971,-53.4616,47.73,88,41,7.85
448,Lata,PT,2022-06-30 04:45:40,40.1629,-8.3327,55.08,95,68,4.23
449,Bakchar,RU,2022-06-30 04:45:40,57.0186,82.0711,50.83,75,100,15.14
450,Tucuman,AR,2022-06-30 04:42:37,-26.8241,-65.2226,42.8,87,0,6.91
451,Sayyan,YE,2022-06-30 04:45:41,15.1718,44.3244,70.3,27,37,2.64
452,Dalian,CN,2022-06-30 04:45:41,38.9122,121.6022,76.93,83,75,6.71
453,Ancud,CL,2022-06-30 04:45:41,-41.8697,-73.8203,45.23,82,25,9.15
454,Puerto Cabezas,NI,2022-06-30 04:45:42,14.0351,-83.3888,77.92,88,100,9.8
455,Flinders,AU,2022-06-30 04:45:43,-34.5833,150.8552,64.18,49,84,4.0
456,Kyrylivka,UA,2022-06-30 04:45:43,46.3759,35.3675,73.92,70,2,11.41
457,Poya,NC,2022-06-30 04:45:44,-21.35,165.15,74.43,63,57,6.58
458,Kolyvan,RU,2022-06-30 04:45:44,55.3053,82.7391,60.42,54,18,20.6
459,Barcelos,PT,2022-06-30 04:40:48,41.5388,-8.6151,55.92,90,100,5.61
460,Jutai,BR,2022-06-30 04:45:45,-5.1833,-68.9,70.81,88,28,1.59
461,Suba,PH,2022-06-30 04:45:45,10.8438,121.0102,85.19,75,55,18.99
462,Sayhat,SA,2022-06-30 04:45:45,26.4852,50.0405,97.0,22,5,22.39
463,Zhigansk,RU,2022-06-30 04:45:46,66.7697,123.3711,67.86,45,73,15.3
464,Kutum,SD,2022-06-30 04:45:46,14.2,24.6667,74.05,58,75,6.49
465,Vila Franca Do Campo,PT,2022-06-30 04:45:47,37.7167,-25.4333,63.19,74,0,3.51
466,Hurghada,EG,2022-06-30 04:45:47,27.2574,33.8129,82.44,36,0,4.61
467,Bonfim,BR,2022-06-30 04:45:47,3.0833,-59.95,73.38,93,99,4.27
468,Kathu,TH,2022-06-30 04:45:48,7.9178,98.3332,87.69,93,99,18.32
469,Paamiut,GL,2022-06-30 04:45:48,61.994,-49.6678,37.98,95,100,9.17
470,Ajaccio,FR,2022-06-30 04:42:48,42.0,8.9167,64.45,63,0,8.05
471,Baishishan,CN,2022-06-30 04:45:48,43.5833,127.5667,75.43,89,88,3.62
472,Pocone,BR,2022-06-30 04:43:51,-16.2567,-56.6228,64.0,69,9,1.57
473,Muriwai Beach,NZ,2022-06-30 04:45:49,-36.8167,174.45,57.42,78,73,16.8
474,Koulamoutou,GA,2022-06-30 04:45:49,-1.1303,12.4736,71.58,91,99,2.15
475,Saint Anthony,US,2022-06-30 04:45:50,45.0205,-93.218,85.91,47,0,14.97
476,Cockburn Town,TC,2022-06-30 04:45:50,21.4612,-71.1419,81.84,77,22,22.91
477,Louis Trichardt,ZA,2022-06-30 04:45:50,-23.0439,29.9032,45.46,91,41,2.86
478,Buncrana,IE,2022-06-30 04:45:51,55.1333,-7.45,48.78,95,68,3.71
479,Acapulco,MX,2022-06-30 04:45:51,16.8634,-99.8901,80.06,82,55,1.68
480,Nantucket,US,2022-06-30 04:41:53,41.2835,-70.0995,70.0,90,0,8.05
481,Bandiagara,ML,2022-06-30 04:45:52,14.3501,-3.6104,79.75,61,68,16.26
482,Hong Gai,VN,2022-06-30 04:45:52,20.956,107.0946,87.71,65,93,7.16
483,Qeshm,IR,2022-06-30 04:45:52,26.9581,56.2719,93.09,78,45,10.92
484,Novyy Urgal,RU,2022-06-30 04:45:53,51.0736,132.5642,85.51,38,8,1.14
485,Bathsheba,BB,2022-06-30 04:45:53,13.2167,-59.5167,81.21,83,75,20.71
486,Rosetta,EG,2022-06-30 04:45:53,31.4044,30.4164,76.69,75,2,7.25
487,Ankazoabo,MG,2022-06-30 04:45:54,-22.2833,44.5167,61.32,64,18,6.04
488,De-Kastri,RU,2022-06-30 04:45:54,51.4667,140.7833,68.05,51,10,4.88
489,Japura,ID,2022-06-30 04:45:54,-0.3167,102.35,76.24,85,100,3.09
490,Inhambane,MZ,2022-06-30 04:45:55,-23.865,35.3833,64.38,93,75,5.01
491,Manaus,BR,2022-06-30 04:45:55,-3.1019,-60.025,81.09,78,0,3.44
492,Le Pradet,FR,2022-06-30 04:45:56,43.1066,6.0172,64.09,82,0,3.44
493,Sambava,MG,2022-06-30 04:45:56,-14.2667,50.1667,70.95,80,40,12.19
494,Imeni Babushkina,RU,2022-06-30 04:45:56,59.7573,43.1285,60.22,48,20,9.86
495,Huarmey,PE,2022-06-30 04:45:57,-10.0681,-78.1522,62.31,88,0,5.7
496,Gamba,GA,2022-06-30 04:45:57,-2.65,10.0,68.95,95,67,3.09
497,Tiznit,MA,2022-06-30 04:45:57,29.5833,-9.5,60.89,91,10,1.95
498,Fort-Shevchenko,KZ,2022-06-30 04:45:58,44.5086,50.263,75.79,38,0,9.26
499,Sonamukhi,IN,2022-06-30 04:45:58,23.3,87.4167,88.07,60,100,4.43
500,Vadlapudi,IN,2022-06-30 04:45:59,14.3167,79.8,93.76,43,91,14.52
501,Sao Jose Da Coroa Grande,BR,2022-06-30 04:45:59,-8.8978,-35.1478,73.98,88,94,8.32
502,Brookings,US,2022-06-30 04:41:28,44.3114,-96.7984,80.38,88,100,4.61
503,Qasigiannguit,GL,2022-06-30 04:46:01,68.8193,-51.1922,41.25,95,100,1.86
504,Xuanhua,CN,2022-06-30 04:46:01,40.6103,115.0447,78.4,54,63,3.69
505,Chicama,PE,2022-06-30 04:46:02,-7.8447,-79.1469,61.34,82,3,2.98
506,Lasa,IT,2022-06-30 04:46:02,46.6166,10.7002,63.48,89,9,1.86
507,Cap Malheureux,MU,2022-06-30 04:46:03,-19.9842,57.6142,70.47,71,90,5.01
508,Ngaoundere,CM,2022-06-30 04:46:03,7.3167,13.5833,62.51,97,97,2.33
509,Spencer,US,2022-06-30 04:43:43,43.1414,-95.1444,80.71,53,0,16.11
510,Luderitz,NA,2022-06-30 04:46:04,-26.6481,15.1594,66.97,38,0,25.64
511,Yatou,CN,2022-06-30 04:46:04,37.15,122.3833,74.84,89,99,15.97
512,Garowe,SO,2022-06-30 04:46:04,8.4054,48.4845,77.72,52,92,32.68
513,Aykhal,RU,2022-06-30 04:46:05,66.0,111.5,62.24,53,91,12.95
514,Yaan,NG,2022-06-30 04:46:05,7.3833,8.5667,71.17,97,94,5.14
515,Paso De Carrasco,UY,2022-06-30 04:46:05,-34.8603,-56.0522,50.14,81,0,8.05
516,Marienburg,PL,2022-06-30 04:46:06,54.0359,19.0266,68.11,78,100,5.59
517,Laguna,US,2022-06-30 04:46:06,38.421,-121.4238,75.31,60,0,9.22
518,Ginir,ET,2022-06-30 04:46:07,7.1333,40.7,58.44,79,80,13.51
519,Marshalltown,US,2022-06-30 04:46:07,42.0494,-92.908,78.91,57,0,11.5
520,San Carlos De Bariloche,AR,2022-06-30 04:46:07,-41.1456,-71.3082,36.25,87,75,9.22
521,Polunochnoye,RU,2022-06-30 04:46:08,60.8697,60.4153,46.6,80,99,7.56
522,San Patricio,US,2022-06-30 04:46:08,28.017,-97.5169,84.06,76,5,7.05
523,Bolotnoye,RU,2022-06-30 04:46:08,55.6717,84.3981,58.3,57,4,20.24
524,Verkhozim,RU,2022-06-30 04:46:09,52.7122,45.418,60.69,62,5,7.83
525,Chifeng,CN,2022-06-30 04:46:09,42.2683,118.9636,81.93,45,77,6.64
526,Sampit,ID,2022-06-30 04:46:10,-2.5333,112.95,86.02,67,90,4.34
527,Richards Bay,ZA,2022-06-30 04:46:10,-28.783,32.0377,55.4,57,0,4.12
528,Awbari,LY,2022-06-30 04:46:10,26.5921,12.7805,83.12,20,0,10.85
529,Lorengau,PG,2022-06-30 04:46:11,-2.0226,147.2712,85.32,67,98,10.16
530,Khorol,UA,2022-06-30 04:46:11,49.7837,33.2783,65.59,92,97,5.77
531,Pakhtakoron,TJ,2022-06-30 04:46:12,40.1571,68.7466,96.48,18,0,12.5
532,Porto Novo,BJ,2022-06-30 04:46:12,6.4965,2.6036,73.22,95,100,4.29
533,Kviteseid,NO,2022-06-30 04:46:12,59.4022,8.4927,60.96,64,26,0.65
534,Codajas,BR,2022-06-30 04:46:13,-3.8367,-62.0569,71.53,74,96,0.96
535,Tura,IN,2022-06-30 04:46:13,25.5198,90.2201,76.84,94,100,4.0
536,Serik,TR,2022-06-30 04:46:14,36.9169,31.0989,80.85,42,4,4.97
537,Regeneracao,BR,2022-06-30 04:46:14,-6.2378,-42.6883,74.95,55,82,4.09
538,Queanbeyan,AU,2022-06-30 04:46:15,-35.35,149.2333,56.61,61,100,1.14
539,Saint-Joseph,RE,2022-06-30 04:46:15,-21.3667,55.6167,66.58,66,40,12.15
540,Olean,US,2022-06-30 04:46:15,42.0776,-78.4297,64.98,77,0,0.0
541,Kampot,KH,2022-06-30 04:46:16,10.6167,104.1833,89.65,62,41,15.05
542,Petauke,ZM,2022-06-30 04:46:16,-14.2426,31.3253,56.57,87,100,7.47
543,Fare,PF,2022-06-30 04:46:16,-16.7,-151.0167,79.92,73,0,20.22
544,Talcahuano,CL,2022-06-30 04:45:15,-36.7167,-73.1167,46.08,93,78,4.61
545,Juba,SS,2022-06-30 04:46:17,4.8517,31.5825,72.54,73,63,3.0
546,The Pas,CA,2022-06-30 04:46:18,53.8251,-101.2541,57.22,82,100,12.66
547,Ryotsu,JP,2022-06-30 04:46:18,38.0833,138.4333,80.51,70,48,9.84
548,Iberia,US,2022-06-30 04:46:18,29.9502,-91.7507,77.99,83,0,0.0
549,Abu Kamal,SY,2022-06-30 04:46:20,34.4506,40.9171,91.71,20,0,9.69
550,Jumla,NP,2022-06-30 04:46:20,29.2747,82.1838,67.23,82,100,1.66
551,Maningrida,AU,2022-06-30 04:46:20,-12.0667,134.2667,77.18,60,98,11.5
552,Imbituba,BR,2022-06-30 04:46:21,-28.24,-48.6703,56.86,79,3,2.93
553,Skibbereen,IE,2022-06-30 04:46:21,51.55,-9.2667,54.1,90,38,3.71
554,Port Macquarie,AU,2022-06-30 04:46:22,-31.4333,152.9167,66.88,57,95,7.92
555,Port-Gentil,GA,2022-06-30 04:46:22,-0.7193,8.7815,73.47,81,100,11.79
556,Lufilufi,WS,2022-06-30 04:46:23,-13.8745,-171.5986,85.78,72,31,22.19
557,Manaure,CO,2022-06-30 04:46:23,11.7751,-72.4445,75.29,93,100,10.16
558,Pedro Ii,BR,2022-06-30 04:46:23,-4.4247,-41.4586,69.21,77,28,1.68
559,Kidal,ML,2022-06-30 04:46:24,18.4411,1.4078,87.89,27,5,9.73
560,Shubarshi,KZ,2022-06-30 04:46:24,48.5872,57.1869,63.1,45,0,10.42
561,Santa Clara,CU,2022-06-30 04:42:33,22.4,-79.9667,78.46,89,40,4.61
562,Thunder Bay,CA,2022-06-30 04:43:45,48.4001,-89.3168,51.78,93,75,10.36
563,Nioro,GM,2022-06-30 04:46:25,13.35,-15.75,78.62,82,61,7.14
564,Sarakhs,IR,2022-06-30 04:46:25,36.5449,61.1577,89.74,37,0,18.41
565,Garmsar,IR,2022-06-30 04:46:26,35.2182,52.3409,98.64,13,3,15.32
566,Isangel,VU,2022-06-30 04:46:26,-19.55,169.2667,74.3,73,65,12.95
567,Porto-Vecchio,FR,2022-06-30 04:46:26,41.591,9.2795,69.33,94,0,5.75
568,Wanlaweyn,SO,2022-06-30 04:46:27,2.6185,44.8938,76.32,72,76,16.71
569,Magdalena,PH,2022-06-30 04:46:27,14.1999,121.429,89.35,68,98,2.26
570,Kota Bahru,MY,2022-06-30 04:46:28,6.1333,102.2386,89.55,62,20,7.0
